Video,Query ID,Language Query,Type,IDs,Start,End,Revision
MOT20-03,38,A person gazes backward,M,616,1660,1675,
MOT20-03,38,A person gazes backward,M,628,1743,1763,
MOT20-03,38,A person gazes backward,M,616,1965,1984,
MOT20-03,38,A person gazes backward,M,139,2202,2216,
MOT20-03,38,A person gazes backward,M,141,2112,2198,
MOT20-03,38,A person gazes backward,M,193,96,137,
MOT20-03,39,A person glances to the left,M,125,1110,1133,
MOT20-03,39,A person glances to the left,M,125,1764,1813,
MOT20-03,39,A person glances to the left,M,334,598,625,
MOT20-03,39,A person glances to the left,M,485,934,948,
MOT20-03,39,A person glances to the left,M,485,1088,1095,
MOT20-03,39,A person glances to the left,M,485,1158,1172,
MOT20-03,39,A person glances to the left,M,485,1778,1787,
MOT20-03,39,A person glances to the left,M,485,1993,2010,
MOT20-03,39,A person glances to the left,M,555,2134,2147,
MOT20-03,39,A person glances to the left,M,706,1401,1430,
MOT20-03,39,A person glances to the left,M,64,182,203,
MOT20-03,40,A person glances to the right,M,258,2382,2397,
MOT20-03,40,A person glances to the right,M,311,683,762,
MOT20-03,40,A person glances to the right,M,616,1609,1622,
MOT20-03,40,A person glances to the right,M,616,1802,1830,
MOT20-03,40,A person glances to the right,M,616,1849,1858,
MOT20-03,40,A person glances to the right,M,635,1762,1778,
MOT20-03,40,A person glances to the right,M,65,303,316,
MOT20-03,40,A person glances to the right,M,64,292,310,
MOT20-03,41,A person goes the right direction,M,32,969,1087,
MOT20-03,41,A person goes the right direction,M,67,537,630,
MOT20-03,41,A person goes the right direction,M,66,537,630,
MOT20-03,41,A person goes the right direction,M,474,363,460,
MOT20-05,42,A person goes to the left,M,110,340,654,
MOT20-05,42,A person goes to the left,M,111,340,654,
MOT20-05,42,A person goes to the left,M,121,413,526,
MOT20-05,42,A person goes to the left,M,178,160,225,
MOT20-05,42,A person goes to the left,M,177,168,270,
MOT20-05,42,A person goes to the left,M,400,2255,2352,
MOT20-03,43,A person goes to the right,M,485,996,1090,
MOT20-05,43,A person goes to the right,M,720,1240,1279,
MOT20-05,43,A person goes to the right,M,903,1867,1940,
MOT20-05,44,A person goes walks a few steps to the right,M,806,2656,2780,
MOT20-05,45,A person halts for a short moment and changes direction as he walks,M,315,25,36,
MOT20-03,46,A person halts their walk and remains stationary for a moment,M,313,331,460,
MOT20-03,46,A person halts their walk and remains stationary for a moment,M,61,617,632,
MOT20-03,46,A person halts their walk and remains stationary for a moment,M,180,492,662,
MOT20-03,46,A person halts their walk and remains stationary for a moment,M,548,1797,1821,
MOT20-03,46,A person halts their walk and remains stationary for a moment,M,549,1791,1837,
MOT20-05,47,A person holds the hand of another person,M,52,754,807,
MOT20-05,47,A person holds the hand of another person,M,56,754,807,
MOT20-05,48,A person embraces another individual,M,134,25,83,
MOT20-05,48,A person embraces another individual,M,135,25,83,
MOT20-05,48,A person embraces another individual,M,536,1832,1857,
MOT20-05,48,A person embraces another individual,M,535,1886,1905,
MOT20-05,48,A person embraces another individual,M,898,2342,2476,
MOT20-05,48,A person embraces another individual,M,899,2525,2598,
MOT20-05,48,A person embraces another individual,M,890,2807,2821,
MOT20-05,48,A person embraces another individual,M,890,2869,2891,
MOT20-05,48,A person embraces another individual,M,890,2913,2927,
MOT20-05,48,A person embraces another individual,M,903,1926,1984,
MOT20-05,48,A person embraces another individual,M,903,2023,2055,
MOT20-05,48,A person embraces another individual,M,905,2654,3315,
MOT20-05,48,A person embraces another individual,M,904,2654,3315,
MOT20-05,49,A person hugs another person,M,134,25,83,
MOT20-05,49,A person hugs another person,M,135,25,83,
MOT20-05,49,A person hugs another person,M,536,1832,1857,
MOT20-05,49,A person hugs another person,M,535,1886,1905,
MOT20-05,49,A person hugs another person,M,898,2342,2476,
MOT20-05,49,A person hugs another person,M,899,2525,2598,
MOT20-05,49,A person hugs another person,M,890,2807,2821,
MOT20-05,49,A person hugs another person,M,890,2869,2891,
MOT20-05,49,A person hugs another person,M,890,2913,2927,
MOT20-05,49,A person hugs another person,M,903,1926,1984,
MOT20-05,49,A person hugs another person,M,903,2023,2055,
MOT20-05,49,A person hugs another person,M,905,2654,3315,
MOT20-05,49,A person hugs another person,M,904,2654,3315,
MOT20-03,50,A person initially standing walks right,M,485,996,1090,
MOT20-05,51,A person leans down to talk to a child,M,792,1530,1621,
MOT20-03,52,A person lifts her hands as she walks,M,186,33,95,
MOT20-03,52,A person lifts her hands as she walks,M,186,207,260,
MOT20-03,53,A person lifts her hands while strolling,M,186,33,95,
MOT20-03,53,A person lifts her hands while strolling,M,186,207,260,
MOT20-03,54,A person lifts his hands while engaged in a conversation with someone else,M,125,2120,2182,
MOT20-05,55,A person looks and points left,M,408,2033,2050,
MOT20-03,56,A person looks around him,M,256,2285,2325,
MOT20-05,56,A person looks around him,M,731,1241,1307,
MOT20-03,57,A person looks back,M,61,543,625,
MOT20-03,57,A person looks back,M,125,733,788,
MOT20-03,57,A person looks back,M,125,858,910,
MOT20-03,57,A person looks back,M,125,2192,2225,
MOT20-03,57,A person looks back,M,139,2126,2140,
MOT20-03,57,A person looks back,M,139,2167,2230,
MOT20-03,57,A person looks back,M,193,96,137,
MOT20-03,57,A person looks back,M,246,482,554,
MOT20-03,57,A person looks back,M,256,2104,2180,
MOT20-03,57,A person looks back,M,256,2372,2395,
MOT20-03,57,A person looks back,M,334,966,1020,
MOT20-03,57,A person looks back,M,334,1725,1760,
MOT20-03,57,A person looks back,M,485,138,180,
MOT20-03,57,A person looks back,M,485,680,763,
MOT20-03,57,A person looks back,M,548,1783,1828,
MOT20-03,57,A person looks back,M,616,1660,1675,
MOT20-03,57,A person looks back,M,628,1743,1763,
MOT20-03,57,A person looks back,M,616,1965,1984,
MOT20-03,57,A person looks back,M,139,2202,2216,
MOT20-03,57,A person looks back,M,141,2112,2198,
MOT20-03,57,A person looks back,M,193,96,137,
MOT20-05,57,A person looks back,M,395,1375,1384,
MOT20-05,57,A person looks back,M,415,1796,1810,
MOT20-05,57,A person looks back,M,1113,791,954,
MOT20-05,58,A person looks back and stops walking,M,1111,823,904,
MOT20-03,59,A person looks behind him,M,61,543,625,
MOT20-03,59,A person looks behind him,M,125,733,788,
MOT20-03,59,A person looks behind him,M,125,858,910,
MOT20-03,59,A person looks behind him,M,125,2192,2225,
MOT20-03,59,A person looks behind him,M,139,2126,2140,
MOT20-03,59,A person looks behind him,M,139,2167,2230,
MOT20-03,59,A person looks behind him,M,193,96,137,
MOT20-03,59,A person looks behind him,M,246,482,554,
MOT20-03,59,A person looks behind him,M,256,2104,2180,
MOT20-03,59,A person looks behind him,M,256,2372,2395,
MOT20-03,59,A person looks behind him,M,334,966,1020,
MOT20-03,59,A person looks behind him,M,334,1725,1760,
MOT20-03,59,A person looks behind him,M,485,138,180,
MOT20-03,59,A person looks behind him,M,485,680,763,
MOT20-03,59,A person looks behind him,M,548,1783,1828,
MOT20-03,59,A person looks behind him,M,616,1660,1675,
MOT20-03,59,A person looks behind him,M,628,1743,1763,
MOT20-03,59,A person looks behind him,M,616,1965,1984,
MOT20-03,59,A person looks behind him,M,139,2202,2216,
MOT20-03,59,A person looks behind him,M,141,2112,2198,
MOT20-03,59,A person looks behind him,M,193,96,137,
MOT20-05,59,A person looks behind him,M,44,325,391,
MOT20-05,59,A person looks behind him,M,43,498,523,
MOT20-05,59,A person looks behind him,M,41,997,1019,
MOT20-05,59,A person looks behind him,M,39,978,1016,
MOT20-05,59,A person looks behind him,M,49,104,125,
MOT20-05,59,A person looks behind him,M,67,1084,1103,
MOT20-05,59,A person looks behind him,M,77,460,479,
MOT20-05,59,A person looks behind him,M,82,844,895,
MOT20-05,59,A person looks behind him,M,129,218,340,
MOT20-05,59,A person looks behind him,M,124,577,652,
MOT20-05,59,A person looks behind him,M,142,117,131,
MOT20-05,59,A person looks behind him,M,142,547,604,
MOT20-05,59,A person looks behind him,M,141,279,291,
MOT20-05,59,A person looks behind him,M,145,510,535,
MOT20-05,59,A person looks behind him,M,157,478,492,
MOT20-05,59,A person looks behind him,M,427,474,500,
MOT20-05,59,A person looks behind him,M,804,2368,2410,
MOT20-05,60,A person looks behind him to the right,M,545,1346,1395,
MOT20-05,60,A person looks behind him to the right,M,545,1479,1679,
MOT20-05,61,A person looks forward,M,395,1475,1513,
MOT20-05,61,A person looks forward,M,396,1414,1569,
MOT20-05,61,A person looks forward,M,675,563,600,
MOT20-05,61,A person looks forward,M,766,986,1001,
MOT20-03,62,A person looks in his surroundings,M,256,2285,2325,
MOT20-03,63,A person looks left,M,125,1110,1133,
MOT20-03,63,A person looks left,M,125,1764,1813,
MOT20-03,63,A person looks left,M,334,598,625,
MOT20-03,63,A person looks left,M,485,934,948,
MOT20-03,63,A person looks left,M,485,1088,1095,
MOT20-03,63,A person looks left,M,485,1158,1172,
MOT20-03,63,A person looks left,M,485,1778,1787,
MOT20-03,63,A person looks left,M,485,1993,2010,
MOT20-03,63,A person looks left,M,555,2134,2147,
MOT20-03,63,A person looks left,M,706,1401,1430,
MOT20-03,63,A person looks left,M,64,182,203,
MOT20-05,63,A person looks left,M,13,839,890,
MOT20-05,63,A person looks left,M,34,517,570,
MOT20-05,63,A person looks left,M,58,347,376,
MOT20-05,63,A person looks left,M,142,694,702,
MOT20-05,63,A person looks left,M,164,306,318,
MOT20-05,63,A person looks left,M,402,898,939,
MOT20-05,63,A person looks left,M,402,1010,1030,
MOT20-05,63,A person looks left,M,675,389,448,
MOT20-05,63,A person looks left,M,731,1241,1250,
MOT20-03,64,A person looks right,M,136,2171,2206,
MOT20-03,64,A person looks right,M,258,2382,2397,
MOT20-03,64,A person looks right,M,311,683,762,
MOT20-03,64,A person looks right,M,616,1609,1622,
MOT20-03,64,A person looks right,M,616,1802,1830,
MOT20-03,64,A person looks right,M,616,1849,1858,
MOT20-03,64,A person looks right,M,635,1762,1778,
MOT20-03,64,A person looks right,M,65,303,316,
MOT20-03,64,A person looks right,M,64,292,310,
MOT20-03,64,A person looks right,M,136,2171,2206,
MOT20-05,64,A person looks right,M,18,590,615,
MOT20-05,64,A person looks right,M,25,577,615,
MOT20-05,64,A person looks right,M,29,976,993,
MOT20-05,64,A person looks right,M,59,106,168,
MOT20-05,64,A person looks right,M,153,756,768,
MOT20-05,64,A person looks right,M,382,98,109,
MOT20-05,64,A person looks right,M,420,2095,2110,
MOT20-05,64,A person looks right,M,408,1854,1890,
MOT20-05,64,A person looks right,M,574,2245,2282,
MOT20-05,64,A person looks right,M,731,178,490,
MOT20-05,64,A person looks right,M,731,1256,1295,
MOT20-03,65,A person looks to his left,M,125,1110,1133,
MOT20-03,65,A person looks to his left,M,125,1764,1813,
MOT20-03,65,A person looks to his left,M,334,598,625,
MOT20-03,65,A person looks to his left,M,485,934,948,
MOT20-03,65,A person looks to his left,M,485,1088,1095,
MOT20-03,65,A person looks to his left,M,485,1158,1172,
MOT20-03,65,A person looks to his left,M,485,1778,1787,
MOT20-03,65,A person looks to his left,M,485,1993,2010,
MOT20-03,65,A person looks to his left,M,555,2134,2147,
MOT20-03,65,A person looks to his left,M,706,1401,1430,
MOT20-03,65,A person looks to his left,M,64,182,203,
MOT20-03,66,A person looks to his right,M,258,2382,2397,
MOT20-03,66,A person looks to his right,M,311,683,762,
MOT20-03,66,A person looks to his right,M,616,1609,1622,
MOT20-03,66,A person looks to his right,M,616,1802,1830,
MOT20-03,66,A person looks to his right,M,616,1849,1858,
MOT20-03,66,A person looks to his right,M,635,1762,1778,
MOT20-03,66,A person looks to his right,M,65,303,316,
MOT20-03,66,A person looks to his right,M,64,292,310,
MOT20-03,67,A person lowers his hand from his mouth,M,69X,697,709,The bounding box ID couldn't be seen
MOT20-03,67,A person lowers his hand from his mouth,M,69X,975,988,The bounding box ID couldn't be seen
MOT20-03,67,A person lowers his hand from his mouth,M,69X,1318,1334,The bounding box ID couldn't be seen
MOT20-03,67,A person lowers his hand from his mouth,M,69X,1624,1637,The bounding box ID couldn't be seen
MOT20-03,68,A person makes a U-turn and proceeds in the opposite direction,M,627,1718,1745,
MOT20-05,69,A person moves from behind another person and goes beside that person,M,173,243,277,
MOT20-03,70,A person moves her jacket from one hand to another,M,186,281,300,
MOT20-05,71,A person moves her shoulder to avoid colliding with another person,M,68,352,367,
MOT20-03,72,A person observes around him,M,256,2285,2325,
MOT20-03,73,A person picks something up from a bag,M,69X,412,440,The bounding box ID couldn't be seen
MOT20-03,74,A person places her hands behind her back to carry the bag.,M,179,1945,2005,
MOT20-03,75,A person positions hers hands behind her back to hold the bag.,M,179,1945,2005,
MOT20-03,76,A person proceeds to the right direction,M,32,969,1087,
MOT20-03,76,A person proceeds to the right direction,M,67,537,630,
MOT20-03,76,A person proceeds to the right direction,M,66,537,630,
MOT20-03,76,A person proceeds to the right direction,M,474,363,460,
MOT20-05,77,A person put both hands on his head,M,145,561,789,
MOT20-05,78,A person puts away his phone and looks up,M,393,2243,2275,
MOT20-03,79,A person puts her hands behind her back to hold the bag,M,179,1945,2005,
MOT20-03,80,A person puts his hand down from his mouth,M,69X,697,709,The bounding box ID couldn't be seen
MOT20-03,80,A person puts his hand down from his mouth,M,69X,975,988,The bounding box ID couldn't be seen
MOT20-03,80,A person puts his hand down from his mouth,M,69X,1318,1334,The bounding box ID couldn't be seen
MOT20-03,80,A person puts his hand down from his mouth,M,69X,1624,1637,The bounding box ID couldn't be seen
MOT20-05,81,A person puts his hand on his head,M,,14,33,
MOT20-05,81,A person puts his hand on his head,M,,53,76,
MOT20-05,82,A person puts his hand on the shoulder of another person,M,134,115,139,
MOT20-05,82,A person puts his hand on the shoulder of another person,M,134,216,295,
MOT20-03,83,A person puts some food in his mouth to eat,M,69X,640,696,The bounding box ID couldn't be seen
MOT20-03,83,A person puts some food in his mouth to eat,M,69X,842,974,The bounding box ID couldn't be seen
MOT20-03,83,A person puts some food in his mouth to eat,M,69X,1237,1317,The bounding box ID couldn't be seen
MOT20-03,83,A person puts some food in his mouth to eat,M,69X,1537,1621,The bounding box ID couldn't be seen
MOT20-03,83,A person puts some food in his mouth to eat,M,69X,1729,1827,The bounding box ID couldn't be seen
MOT20-03,84,A person puts something in his mouth,M,69X,640,696,The bounding box ID couldn't be seen
MOT20-03,84,A person puts something in his mouth,M,69X,842,974,The bounding box ID couldn't be seen
MOT20-03,84,A person puts something in his mouth,M,69X,1237,1317,The bounding box ID couldn't be seen
MOT20-03,84,A person puts something in his mouth,M,69X,1537,1621,The bounding box ID couldn't be seen
MOT20-03,84,A person puts something in his mouth,M,69X,1729,1827,The bounding box ID couldn't be seen
MOT20-05,85,A person puts the phone away,M,784,1935,1977,
MOT20-03,86,A person raises hand to show direction,M,485,1220,1270,
MOT20-03,86,A person raises hand to show direction,M,485,1310,1340,
MOT20-03,86,A person raises hand to show direction,M,485,1449,1530,
MOT20-03,86,A person raises hand to show direction,M,485,2099,2165,
MOT20-05,87,A person raises her hand,M,844,66,209,
MOT20-05,87,A person raises her hand,M,844,1032,1390,
MOT20-05,87,A person raises her hand,M,844,1419,1489,
MOT20-05,87,A person raises her hand,M,844,2075,2408,
MOT20-05,87,A person raises her hand,M,844,2976,3052,
MOT20-05,87,A person raises her hand,M,903,1799,1816,
MOT20-05,88,A person raises her hand and moves them,M,818,3107,3132,
MOT20-03,89,A person raises her hand to signal the people to walk,M,485,1220,1270,
MOT20-03,89,A person raises her hand to signal the people to walk,M,485,1310,1340,
MOT20-03,89,A person raises her hand to signal the people to walk,M,485,1449,1530,
MOT20-03,89,A person raises her hand to signal the people to walk,M,485,2099,2165,
MOT20-03,90,A person raises her hands while walking,M,186,33,95,
MOT20-03,90,A person raises her hands while walking,M,186,207,260,
MOT20-05,91,A person raises his hand,M,838,3071,3107,
MOT20-05,91,A person raises his hand,M,962,1470,1520,
MOT20-05,92,A person raises his hand and talks with another person,M,838,2373,2841,
MOT20-05,93,A person raises his hand while talking,M,435,1712,1775,
MOT20-05,93,A person raises his hand while talking,M,435,1828,1862,
MOT20-05,94,A person raises his hands,M,395,1390,1404,
MOT20-05,94,A person raises his hands,M,838,20,51,
MOT20-05,94,A person raises his hands,M,838,333,363,
MOT20-05,94,A person raises his hands,M,838,635,660,
MOT20-05,94,A person raises his hands,M,838,1033,1056,
MOT20-05,94,A person raises his hands,M,838,1887,1915,
MOT20-03,95,A person raises his hands while conversing with another person,M,125,2120,2182,
MOT20-05,96,A person raises his hands while walking,M,248,67,154,
MOT20-05,96,A person raises his hands while walking,M,336,2,45,
MOT20-03,97,A person reduces his running pace,M,290,928,948,
MOT20-03,98,A person reverses their direction and starts walking back,M,627,1718,1745,
MOT20-03,99,A person rotates and faces right,M,241,2372,2404,
MOT20-05,100,A person shakes his hand with another person,M,44,158,184,
MOT20-05,100,A person shakes his hand with another person,M,59,14,25,
MOT20-05,100,A person shakes his hand with another person,M,135,158,184,
MOT20-03,101,A person shifts their jacket from one hand to the other.,M,186,281,300,
MOT20-03,102,A person sits down,M,548,1877,1960,
MOT20-03,103,A person slows down running,M,290,928,948,
MOT20-05,104,A person slows down walking and looks back,M,41,997,1023,
MOT20-05,104,A person slows down walking and looks back,M,39,978,1024,
MOT20-05,105,A person slows down while walking,M,757,3231,3261,
MOT20-05,106,A person stands up from the seat,M,402,1868,1940,
MOT20-05,107,A person starts a conversation with other people,M,838,1251,1425,
MOT20-05,108,A person starts checking his phone,M,784,85,1932,
MOT20-05,108,A person starts checking his phone,M,784,85,1932,
MOT20-05,108,A person starts checking his phone,M,784,2277,2348,
MOT20-03,109,A person starts running,M,61,503,549,
MOT20-03,109,A person starts running,M,270,1367,1524,The bounding box disappears
MOT20-03,109,A person starts running,M,561,2094,2135,The bounding box disappears
MOT20-03,109,A person starts running,M,586,1356,1400,
MOT20-05,110,A person starts takes a few steps and starts talking with another person,M,766,2205,3315,
MOT20-05,111,A person starts talking with another person as he walks,M,766,1696,2175,
MOT20-05,112,A person starts talking with other people,M,876,2525,3192,
MOT20-05,112,A person starts talking with other people,M,877,2526,3192,
MOT20-05,113,A person starts to drink from a bottle,M,766,1931,1981,
MOT20-03,114,A person starts to run,M,61,503,549,
MOT20-03,114,A person starts to run,M,270,1367,1524,
MOT20-03,114,A person starts to run,M,561,2094,2135,
MOT20-03,114,A person starts to run,M,586,1356,1400,
MOT20-03,115,A person starts to walk right,M,485,996,1090,
MOT20-05,116,A person starts walking,M,44,309,323,
MOT20-05,116,A person starts walking,M,44,374,914,
MOT20-05,116,A person starts walking,M,59,264,895,
MOT20-05,116,A person starts walking,M,134,274,748,
MOT20-05,116,A person starts walking,M,135,284,748,
MOT20-05,116,A person starts walking,M,129,418,550,
MOT20-05,116,A person starts walking,M,129,661,830,
MOT20-05,116,A person starts walking,M,402,2052,2351,
MOT20-05,116,A person starts walking,M,403,1835,1963,
MOT20-05,116,A person starts walking,M,403,2061,2950,
MOT20-05,116,A person starts walking,M,396,1814,1952,
MOT20-05,116,A person starts walking,M,395,1806,1940,
MOT20-05,116,A person starts walking,M,395,1965,2218,
MOT20-05,116,A person starts walking,M,396,1961,2218,
MOT20-05,116,A person starts walking,M,400,1917,1958,
MOT20-05,116,A person starts walking,M,400,1980,2473,
MOT20-05,116,A person starts walking,M,400,2491,2560,
MOT20-05,116,A person starts walking,M,427,115,409,
MOT20-05,116,A person starts walking,M,424,132,602,
MOT20-05,116,A person starts walking,M,427,442,611,
MOT20-05,116,A person starts walking,M,427,1190,1483,
MOT20-05,116,A person starts walking,M,424,1097,1260,
MOT20-05,116,A person starts walking,M,424,2130,2510,
MOT20-05,116,A person starts walking,M,427,2113,2433,
MOT20-05,116,A person starts walking,M,425,474,630,
MOT20-05,116,A person starts walking,M,433,474,664,
MOT20-05,116,A person starts walking,M,425,1450,1670,
MOT20-05,116,A person starts walking,M,433,1495,1700,
MOT20-05,116,A person starts walking,M,425,2105,2457,
MOT20-05,116,A person starts walking,M,433,2105,2457,
MOT20-05,116,A person starts walking,M,426,2228,2457,
MOT20-05,116,A person starts walking,M,435,1970,2680,
MOT20-05,116,A person starts walking,M,436,1931,2605,
MOT20-05,116,A person starts walking,M,437,1931,2641,
MOT20-05,116,A person starts walking,M,512,2005,2300,
MOT20-05,116,A person starts walking,M,513,2007,2300,
MOT20-05,116,A person starts walking,M,535,1968,2149,
MOT20-05,116,A person starts walking,M,536,1986,2149,
MOT20-05,116,A person starts walking,M,534,1990,2149,
MOT20-05,116,A person starts walking,M,554,2261,2444,
MOT20-05,116,A person starts walking,M,555,2261,2399,
MOT20-05,116,A person starts walking,M,554,2571,2654,
MOT20-05,116,A person starts walking,M,554,2557,2690,
MOT20-05,116,A person starts walking,M,545,1750,2113,
MOT20-05,116,A person starts walking,M,556,2593,2708,
MOT20-05,116,A person starts walking,M,557,2593,2747,
MOT20-05,116,A person starts walking,M,558,2593,2775,
MOT20-05,116,A person starts walking,M,559,2593,2778,
MOT20-05,116,A person starts walking,M,571,2633,2857,
MOT20-05,116,A person starts walking,M,572,2633,2856,
MOT20-05,116,A person starts walking,M,573,2633,2815,
MOT20-05,116,A person starts walking,M,574,2633,2857,
MOT20-05,116,A person starts walking,M,574,2286,2235,
MOT20-05,116,A person starts walking,M,594,1962,2989,
MOT20-05,116,A person starts walking,M,616,2838,2949,
MOT20-05,116,A person starts walking,M,642,2777,3155,
MOT20-05,116,A person starts walking,M,643,2777,3155,
MOT20-05,116,A person starts walking,M,675,827,1005,
MOT20-05,116,A person starts walking,M,674,790,960,
MOT20-05,116,A person starts walking,M,673,2815,2940,
MOT20-05,116,A person starts walking,M,673,2997,3301,
MOT20-05,116,A person starts walking,M,720,1672,1924,
MOT20-05,116,A person starts walking,M,731,538,637,
MOT20-05,116,A person starts walking,M,731,1028,1245,
MOT20-05,116,A person starts walking,M,731,1411,1488,
MOT20-05,116,A person starts walking,M,731,1706,1780,
MOT20-05,116,A person starts walking,M,732,2122,2188,
MOT20-05,116,A person starts walking,M,745,3071,3315,
MOT20-05,116,A person starts walking,M,757,3114,3315,
MOT20-05,116,A person starts walking,M,766,1518,1717,
MOT20-05,116,A person starts walking,M,784,3084,3255,
MOT20-05,116,A person starts walking,M,793,1517,1767,
MOT20-05,116,A person starts walking,M,792,1649,1887,
MOT20-05,116,A person starts walking,M,787,3192,3315,
MOT20-05,116,A person starts walking,M,786,3192,3315,
MOT20-05,116,A person starts walking,M,804,3012,3315,
MOT20-05,116,A person starts walking,M,814,1205,1504,
MOT20-05,116,A person starts walking,M,811,1348,1583,
MOT20-05,116,A person starts walking,M,811,2101,2510,
MOT20-05,116,A person starts walking,M,811,2653,3007,
MOT20-05,116,A person starts walking,M,811,3275,3315,
MOT20-05,116,A person starts walking,M,818,2331,2528,
MOT20-05,116,A person starts walking,M,818,2600,2819,
MOT20-05,116,A person starts walking,M,837,2979,3315,
MOT20-05,116,A person starts walking,M,835,2799,3315,
MOT20-05,116,A person starts walking,M,836,3018,3315,
MOT20-05,116,A person starts walking,M,834,2791,3315,
MOT20-05,116,A person starts walking,M,876,3189,3315,
MOT20-05,116,A person starts walking,M,877,3190,3315,
MOT20-05,116,A person starts walking,M,911,1300,1458,
MOT20-05,116,A person starts walking,M,912,1392,1621,
MOT20-05,116,A person starts walking,M,921,1251,1522,
MOT20-05,116,A person starts walking,M,922,1598,1792,
MOT20-05,116,A person starts walking,M,920,2798,2939,
MOT20-05,116,A person starts walking,M,920,3003,3315,
MOT20-05,116,A person starts walking,M,977,1444,2053,
MOT20-05,116,A person starts walking,M,976,1453,2021,
MOT20-05,116,A person starts walking,M,981,1306,1753,
MOT20-05,116,A person starts walking,M,982,1306,1753,
MOT20-05,116,A person starts walking,M,1040,1084,1357,
MOT20-05,116,A person starts walking,M,1042,1169,1429,
MOT20-05,116,A person starts walking,M,1041,1120,1357,
MOT20-05,116,A person starts walking,M,1039,1120,1429,
MOT20-05,116,A person starts walking,M,1036,1347,1520,
MOT20-05,116,A person starts walking,M,1037,1361,1520,
MOT20-05,116,A person starts walking,M,1038,1419,1585,
MOT20-05,116,A person starts walking,M,1060,1025,1477,
MOT20-05,116,A person starts walking,M,1058,1025,1477,
MOT20-05,116,A person starts walking,M,1059,1025,1477,
MOT20-05,116,A person starts walking,M,1098,1139,1558,
MOT20-05,116,A person starts walking,M,1124,719,1262,
MOT20-05,116,A person starts walking,M,1123,134,449,
MOT20-05,116,A person starts walking,M,1123,670,1263,
MOT20-05,116,A person starts walking,M,1113,967,1075,
MOT20-05,116,A person starts walking,M,1160,827,1213,
MOT20-05,116,A person starts walking,M,1167,827,1213,
MOT20-05,117,A person starts walking at a faster pace,M,432,2188,2238,
MOT20-05,118,A person starts walking in the right direction,M,962,1355,1460,
MOT20-05,119,A person starts walking to the right,M,1001,1390,1681,
MOT20-05,119,A person starts walking to the right,M,1002,1367,1681,
MOT20-05,119,A person starts walking to the right,M,1044,1043,1417,
MOT20-05,119,A person starts walking to the right,M,1045,1043,1417,
MOT20-05,119,A person starts walking to the right,M,1003,1323,1681,
MOT20-03,120,A person stops in his tracks for sometime,M,313,331,460,
MOT20-03,120,A person stops in his tracks for sometime,M,61,617,632,
MOT20-03,120,A person stops in his tracks for sometime,M,180,492,662,
MOT20-03,120,A person stops in his tracks for sometime,M,548,1797,1821,
MOT20-03,120,A person stops in his tracks for sometime,M,549,1791,1837,
MOT20-03,121,A person stops walking,M,61,617,632,
MOT20-03,121,A person stops walking,M,180,492,662,
MOT20-03,121,A person stops walking,M,548,1797,1821,
MOT20-03,121,A person stops walking,M,549,1791,1837,
MOT20-03,121,A person stops walking,M,251,1823,2404,
MOT20-03,121,A person stops walking,M,241,2325,2404,
MOT20-03,121,A person stops walking,M,313,331,460,
MOT20-05,121,A person stops walking,M,44,330,369,
MOT20-05,121,A person stops walking,M,40,644,700,
MOT20-05,121,A person stops walking,M,51,611,641,
MOT20-05,121,A person stops walking,M,82,848,904,
MOT20-05,121,A person stops walking,M,129,560,660,
MOT20-05,121,A person stops walking,M,133,210,407,
MOT20-05,121,A person stops walking,M,124,577,652,
MOT20-05,121,A person stops walking,M,142,598,621,
MOT20-05,121,A person stops walking,M,200,28,45,
MOT20-05,121,A person stops walking,M,403,1963,2014,
MOT20-05,121,A person stops walking,M,395,1403,1805,
MOT20-05,121,A person stops walking,M,396,1430,1816,
MOT20-05,121,A person stops walking,M,396,1952,1960,
MOT20-05,121,A person stops walking,M,395,1941,1964,
MOT20-05,121,A person stops walking,M,400,1895,1915,
MOT20-05,121,A person stops walking,M,400,1958,1978,
MOT20-05,121,A person stops walking,M,400,2475,2489,
MOT20-05,121,A person stops walking,M,427,394,435,
MOT20-05,121,A person stops walking,M,427,614,1180,
MOT20-05,121,A person stops walking,M,424,1261,1272,
MOT20-05,121,A person stops walking,M,424,1410,1495,
MOT20-05,121,A person stops walking,M,425,631,1381,
MOT20-05,121,A person stops walking,M,433,664,1336,
MOT20-05,121,A person stops walking,M,426,1737,1800,
MOT20-05,121,A person stops walking,M,425,1671,2098,
MOT20-05,121,A person stops walking,M,433,1702,2098,
MOT20-05,121,A person stops walking,M,435,1518,1968,
MOT20-05,121,A person stops walking,M,436,1455,1926,
MOT20-05,121,A person stops walking,M,437,1455,1926,
MOT20-05,121,A person stops walking,M,512,158,1102,
MOT20-05,121,A person stops walking,M,513,156,2005,
MOT20-05,121,A person stops walking,M,555,2401,2557,
MOT20-05,121,A person stops walking,M,545,1315,1402,
MOT20-05,121,A person stops walking,M,545,1475,1749,
MOT20-05,121,A person stops walking,M,556,2098,2550,
MOT20-05,121,A person stops walking,M,574,2435,2627,
MOT20-05,121,A person stops walking,M,571,2435,2627,
MOT20-05,121,A person stops walking,M,574,2259,2285,
MOT20-05,121,A person stops walking,M,594,1474,1960,
MOT20-05,121,A person stops walking,M,616,2420,2838,
MOT20-05,121,A person stops walking,M,618,2510,2752,
MOT20-05,121,A person stops walking,M,642,1175,2775,
